,Low,High,Open,Close,Volume
2017-08-14 00:00:00+00:00,294.96,307.8,296.67,299.16,39343.037778689526
2017-08-15 00:00:00+00:00,267.16,299.18,299.16,286.71,58687.09559956923
2017-08-16 00:00:00+00:00,280.28,303.82,286.71,300.45,45035.19239694972
2017-08-17 00:00:00+00:00,298.0,309.41,300.45,300.67,43599.65962086001
2017-08-18 00:00:00+00:00,287.0,306.09,300.66,292.87,46543.612870970544
2017-08-19 00:00:00+00:00,287.0,298.7,292.86,293.58,28661.175658360087
2017-08-20 00:00:00+00:00,289.51,298.43,293.58,297.79,25857.584697820166
2017-08-21 00:00:00+00:00,295.41,344.0,297.79,322.0,81776.7089395094
2017-08-22 00:00:00+00:00,292.02,329.86,322.0,314.19,60717.28126922036
2017-08-23 00:00:00+00:00,313.72,324.61,314.19,317.5,35876.77339653964
2017-08-24 00:00:00+00:00,316.0,328.0,317.5,324.56,31733.659640809772
2017-08-25 00:00:00+00:00,324.54,336.98,324.56,330.14,39441.81387149963
2017-08-26 00:00:00+00:00,325.76,334.5,330.14,332.99,18820.801005829886
2017-08-27 00:00:00+00:00,332.47,348.2,332.99,348.2,30244.1557581007
2017-08-28 00:00:00+00:00,336.41,349.99,348.2,347.54,36295.528731739854
2017-08-29 00:00:00+00:00,347.54,374.91,347.54,372.48,61313.11779026073
2017-08-30 00:00:00+00:00,368.33,391.65,372.48,384.1,55561.35080242988
2017-08-31 00:00:00+00:00,381.2,389.97,384.1,389.2,46883.64885731968
2017-09-01 00:00:00+00:00,386.98,396.87,389.2,392.87,48957.24658192102
2017-09-02 00:00:00+00:00,333.0,393.75,392.87,354.87,75866.56453821971
2017-09-03 00:00:00+00:00,344.75,371.98,354.88,353.06,53915.15571696041
2017-09-04 00:00:00+00:00,285.01,353.15,353.06,316.86,125885.56543351924
2017-09-05 00:00:00+00:00,290.06,325.0,316.87,320.08,84758.39257930084
2017-09-06 00:00:00+00:00,319.41,344.98,320.09,339.38,73121.53916648016
2017-09-07 00:00:00+00:00,323.35,339.38,339.38,335.56,38315.01206726958
2017-09-08 00:00:00+00:00,293.0,335.56,335.56,307.96,85953.21845242668
2017-09-09 00:00:00+00:00,294.51,313.3,307.96,304.99,39798.25169063
2017-09-10 00:00:00+00:00,285.13,306.5,305.0,300.33,48827.63917772032
2017-09-11 00:00:00+00:00,288.03,307.97,300.34,298.47,53643.04627214074
2017-09-12 00:00:00+00:00,286.08,316.19,298.47,294.5,63331.4908688705
2017-09-13 00:00:00+00:00,256.41,294.5,294.5,275.71,103676.86471773905
2017-09-14 00:00:00+00:00,221.32,280.64,275.71,223.85,133388.57571331767
2017-09-15 00:00:00+00:00,202.25,269.75,223.85,260.52,171262.48634649074
2017-09-16 00:00:00+00:00,247.1,277.4,260.87,255.84,63275.386883500345
2017-09-17 00:00:00+00:00,240.15,269.28,255.85,259.66,45019.10332153996
2017-09-18 00:00:00+00:00,259.65,302.68,259.66,298.0,85865.25707781993
2017-09-19 00:00:00+00:00,275.42,300.77,298.0,282.81,56118.46079621975
2017-09-20 00:00:00+00:00,278.06,293.49,282.94,283.49,40369.8398026097
2017-09-21 00:00:00+00:00,252.6,286.98,283.55,258.11,58630.63813591029
2017-09-22 00:00:00+00:00,254.15,271.94,258.11,263.88,35268.95024768932
2017-09-23 00:00:00+00:00,260.06,286.49,263.88,286.03,26110.33684658974
2017-09-24 00:00:00+00:00,276.24,294.89,286.03,283.21,30566.431951169852
2017-09-25 00:00:00+00:00,282.83,296.7,283.21,294.41,30471.09565330964
2017-09-26 00:00:00+00:00,286.32,295.47,294.41,288.77,23387.448383089835
2017-09-27 00:00:00+00:00,288.25,312.53,288.77,309.85,45564.61133752009
2017-09-28 00:00:00+00:00,298.1,309.9,309.86,302.33,36157.30304705005
2017-09-29 00:00:00+00:00,278.53,302.6,302.33,291.88,52718.670897669865
2017-09-30 00:00:00+00:00,291.31,304.62,291.88,301.57,26455.1566024299
2017-10-01 00:00:00+00:00,295.78,303.25,301.57,303.25,14470.32020676004
2017-10-02 00:00:00+00:00,293.82,303.45,303.25,296.87,22176.530680730055
2017-10-03 00:00:00+00:00,287.72,299.0,296.78,292.36,27061.666921649765
2017-10-04 00:00:00+00:00,289.62,295.0,292.36,292.0,19439.18765193007
2017-10-05 00:00:00+00:00,286.7,296.99,292.0,294.89,19437.027692780102
2017-10-06 00:00:00+00:00,294.22,308.5,294.89,307.73,29178.054872189456
2017-10-07 00:00:00+00:00,304.61,314.59,307.73,311.12,22942.0780537198
2017-10-08 00:00:00+00:00,308.62,313.33,311.12,309.2,17704.120054519946
2017-10-09 00:00:00+00:00,285.88,309.31,309.2,297.0,47996.12633536033
2017-10-10 00:00:00+00:00,290.67,305.0,297.0,297.99,35151.55734771995
2017-10-11 00:00:00+00:00,297.53,303.0,297.99,302.0,21038.07765507993
2017-10-12 00:00:00+00:00,300.41,306.98,302.0,302.12,49330.33109156984
2017-10-13 00:00:00+00:00,298.29,345.0,302.12,335.89,86750.67159896891
2017-10-14 00:00:00+00:00,332.75,347.0,335.85,338.37,34521.20992417978
