,Low,High,Open,Close,Volume
2017-05-29 00:00:00+00:00,23.74,26.72,24.76,25.77,76483.23769701997
2017-05-30 00:00:00+00:00,23.66,26.5,25.77,24.12,83614.79740941987
2017-05-31 00:00:00+00:00,23.8,26.16,24.18,25.88,78830.69456577956
2017-06-01 00:00:00+00:00,25.88,29.93,25.88,27.72,147008.23353141002
2017-06-02 00:00:00+00:00,26.7,28.95,27.72,27.87,75783.69122664993
2017-06-03 00:00:00+00:00,26.8,28.3,27.88,27.4,56198.4804494997
2017-06-04 00:00:00+00:00,26.79,27.9,27.4,27.79,62119.77354978991
2017-06-05 00:00:00+00:00,27.78,31.8,27.79,30.66,116511.05124027982
2017-06-06 00:00:00+00:00,28.24,31.3,30.66,30.16,116190.63131918883
2017-06-07 00:00:00+00:00,27.75,30.79,30.16,28.61,85418.31038325994
2017-06-08 00:00:00+00:00,28.01,30.8,28.61,30.07,76239.12925610995
2017-06-09 00:00:00+00:00,29.53,30.9,30.07,29.56,91553.36687172968
2017-06-10 00:00:00+00:00,29.16,30.25,29.56,30.15,89019.00884781005
2017-06-11 00:00:00+00:00,29.53,35.48,30.16,34.04,146186.56426682908
2017-06-12 00:00:00+00:00,27.0,34.1,34.04,29.06,170071.1522464803
2017-06-13 00:00:00+00:00,28.71,30.64,29.06,30.32,77927.91920551953
2017-06-14 00:00:00+00:00,27.65,31.98,30.32,28.81,130218.8515133608
2017-06-15 00:00:00+00:00,24.44,29.4,28.81,28.97,113283.61246572886
2017-06-16 00:00:00+00:00,27.7,33.89,28.98,33.89,138162.3267365595
2017-06-17 00:00:00+00:00,33.75,48.75,33.89,46.01,339767.3061743784
2017-06-18 00:00:00+00:00,39.58,46.39,46.01,43.66,216165.1237102938
2017-06-19 00:00:00+00:00,42.35,49.98,43.66,47.63,218517.20596854892
2017-06-20 00:00:00+00:00,42.8,48.45,47.63,45.62,158111.9217626319
2017-06-21 00:00:00+00:00,41.55,46.13,45.62,44.0,93942.31492142979
2017-06-22 00:00:00+00:00,42.87,47.82,44.0,45.99,116319.50411109198
2017-06-23 00:00:00+00:00,45.52,46.93,46.0,46.03,84664.79451530041
2017-06-24 00:00:00+00:00,42.07,46.13,46.02,43.1,94134.06329883011
2017-06-25 00:00:00+00:00,38.5,43.65,43.11,40.79,105939.52399245978
2017-06-26 00:00:00+00:00,33.49,41.97,40.79,38.23,178966.9264779284
2017-06-27 00:00:00+00:00,33.69,40.44,38.16,40.44,176113.81527593403
2017-06-28 00:00:00+00:00,37.31,43.44,40.5,41.99,144612.07906477008
2017-06-29 00:00:00+00:00,39.73,42.02,41.96,40.2,88489.74342282933
2017-06-30 00:00:00+00:00,39.25,41.19,40.2,39.49,78445.61532141021
2017-07-01 00:00:00+00:00,37.4,39.81,39.49,38.37,62261.34673705022
2017-07-02 00:00:00+00:00,37.15,41.99,38.35,41.6,83365.6895559696
2017-07-03 00:00:00+00:00,40.62,47.7,41.53,45.6,173702.11341774045
2017-07-04 00:00:00+00:00,45.56,55.39,45.56,54.96,256464.68106613655
2017-07-05 00:00:00+00:00,49.15,57.65,54.98,53.37,215650.53794741322
2017-07-06 00:00:00+00:00,50.01,53.4,53.31,51.19,132736.24648354913
2017-07-07 00:00:00+00:00,44.53,51.34,51.19,46.21,198616.14865136478
2017-07-08 00:00:00+00:00,44.27,52.23,46.19,51.27,145906.50987854676
2017-07-09 00:00:00+00:00,48.38,52.54,51.27,48.76,85582.8362634506
2017-07-10 00:00:00+00:00,42.13,49.72,48.76,44.77,144868.8061789537
2017-07-11 00:00:00+00:00,41.43,46.77,44.81,43.87,132516.52349790954
2017-07-12 00:00:00+00:00,42.2,48.43,43.93,47.0,150582.54436831837
2017-07-13 00:00:00+00:00,44.1,47.71,47.0,45.48,96551.83134822008
2017-07-14 00:00:00+00:00,40.01,45.7,45.49,42.74,141129.00972924
2017-07-15 00:00:00+00:00,37.51,42.96,42.74,38.14,123723.0475796009
2017-07-16 00:00:00+00:00,34.78,41.76,38.14,40.69,150868.22074382042
2017-07-17 00:00:00+00:00,39.79,43.07,40.69,42.36,149807.74714570146
2017-07-18 00:00:00+00:00,40.56,45.0,42.35,43.5,143845.31782771077
2017-07-19 00:00:00+00:00,39.69,43.95,43.5,40.19,110956.9430791305
2017-07-20 00:00:00+00:00,40.19,44.99,40.22,44.72,122734.16937165003
2017-07-21 00:00:00+00:00,44.07,47.9,44.72,45.41,132170.0639170508
2017-07-22 00:00:00+00:00,44.99,47.48,45.4,46.69,67175.70509791958
2017-07-23 00:00:00+00:00,44.1,46.94,46.69,45.24,60359.910420069806
2017-07-24 00:00:00+00:00,44.43,45.47,45.23,45.01,45848.58418634996
2017-07-25 00:00:00+00:00,40.32,45.14,45.01,42.21,102208.28788832997
2017-07-26 00:00:00+00:00,40.42,42.99,42.21,41.99,64557.586353491286
2017-07-27 00:00:00+00:00,40.8,42.3,41.99,41.82,60326.46513985013
2017-07-28 00:00:00+00:00,40.1,42.17,41.82,40.35,67334.57268717985
2017-07-29 00:00:00+00:00,38.4,41.48,40.35,41.01,68929.52810767059
2017-07-30 00:00:00+00:00,39.76,42.02,41.0,40.82,47066.38407420938
2017-07-31 00:00:00+00:00,38.4,43.5,40.81,42.26,83412.20274858929
2017-08-01 00:00:00+00:00,41.2,43.84,42.25,43.18,98717.63889656005
2017-08-02 00:00:00+00:00,41.56,43.2,43.18,41.8,47761.29979112988
2017-08-03 00:00:00+00:00,41.73,42.87,41.78,42.49,31079.42161735983
2017-08-04 00:00:00+00:00,42.36,43.47,42.5,43.07,40452.6422856201
2017-08-05 00:00:00+00:00,43.06,47.09,43.07,45.85,115022.60768119013
2017-08-06 00:00:00+00:00,44.78,46.6,45.87,45.33,53885.44881199969
2017-08-07 00:00:00+00:00,45.02,46.5,45.29,45.99,52911.94692134012
2017-08-08 00:00:00+00:00,45.78,49.95,45.99,49.06,101374.27241350782
2017-08-09 00:00:00+00:00,46.66,49.95,49.06,47.69,93843.29170042972
2017-08-10 00:00:00+00:00,47.1,48.6,47.7,47.2,55129.2373924013
2017-08-11 00:00:00+00:00,46.61,47.7,47.2,47.06,61213.81173019056
2017-08-12 00:00:00+00:00,46.02,47.8,47.06,46.33,84382.68049209914
2017-08-13 00:00:00+00:00,44.1,47.34,46.32,45.21,68938.99439400986
2017-08-14 00:00:00+00:00,44.91,46.33,45.22,45.59,56132.58748299026
2017-08-15 00:00:00+00:00,41.66,45.69,45.59,43.08,73626.98557101998
2017-08-16 00:00:00+00:00,42.02,44.86,43.08,43.84,46788.13242527944
